paper_key,paper_number,paper_kind,structure_role,file_name,title,tex_path,pdf_path,pdf_exists,doi_count,doi_list,ids_cited_count,ids_cited,ids_in_master_count,missing_ids_count,missing_ids,equation_like_count,theorem_env_count,theorem_word_count,wolfram_status_summary,isabelle_theory_count,isabelle_theories,coverage_status
companion11,11,companion,zenodo_main_structure,companion11_algebraic_signal_geometric_enforcement.tex,"Algebraic Signal, Geometric Enforcement: The 32/27 Ratio Family [0.6em] TZPID Companion Spine Series, Paper C11 of XXVII \normalsize The recurring chi = 1.185185... and its enforcement geometry",D:\TZPIDProof\peer_review\tex\companion11_algebraic_signal_geometric_enforcement.tex,D:\TZPIDProof\peer_review\pdf\companion11_algebraic_signal_geometric_enforcement.pdf,yes,0,,11,ID0097; ID0130; ID0481; ID0949; ID1493; ID1835; ID2142; ID6583; ID8515; ID8586; ID8787,11,0,,2,0,42,1/1 pass:8; 3/3 pass:3,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion12,12,companion,zenodo_main_structure,companion12_fliptwistramp.tex,"FlipTwistRamp: A Dual-Carrier Architecture with Phase-Inversion Seam [0.6em] TZPID Companion Spine Series, Paper C12 of XXVII \normalsize From the pair (153600, 129600) to transient topological defects",D:\TZPIDProof\peer_review\tex\companion12_fliptwistramp.tex,D:\TZPIDProof\peer_review\pdf\companion12_fliptwistramp.pdf,yes,0,,9,ID0020; ID0131; ID0245; ID2354; ID3513; ID3514; ID8351; ID8382; ID8391,9,0,,2,0,25,1/1 pass:7; 3/3 pass:2,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion13,13,companion,zenodo_main_structure,companion13_pi_slide.tex,"The PiLLAR System: Positional Addressing in the Digits of Pi [0.6em] TZPID Companion Spine Series, Paper C13 of XXVII \normalsize Logarithmic address retrieval, PiID, and the TZPi index",D:\TZPIDProof\peer_review\tex\companion13_pi_slide.tex,D:\TZPIDProof\peer_review\pdf\companion13_pi_slide.pdf,yes,0,,8,ID0428; ID3532; ID6190; ID7904; ID8559; ID8896; ID9009; ID9010,8,0,,2,0,32,1/1 pass:8,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion14,14,companion,zenodo_main_structure,companion14_entrainment_and_daanssphere_axis.tex,"Entrainment and the DAANSsphere Axis [0.6em] TZPID Companion Spine Series, Paper C14 of XXVII \normalsize Addressable axes, polarization frames, and fractal boundary modulation",D:\TZPIDProof\peer_review\tex\companion14_entrainment_and_daanssphere_axis.tex,D:\TZPIDProof\peer_review\pdf\companion14_entrainment_and_daanssphere_axis.pdf,yes,0,,7,ID0471; ID0483; ID2237; ID9491; ID9492; ID9493; ID9494,7,0,,2,0,41,1/1 pass:7,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion15,15,companion,zenodo_main_structure,companion15_programmable_pathway_to_induce_structure.tex,"A Programmable Pathway to Structured Hyperspherical States [0.6em] TZPID Companion Spine Series, Paper C15 of XXVII \normalsize From geometric assumptions to operator control and semantic readout",D:\TZPIDProof\peer_review\tex\companion15_programmable_pathway_to_induce_structure.tex,D:\TZPIDProof\peer_review\pdf\companion15_programmable_pathway_to_induce_structure.pdf,yes,0,,7,ID10041; ID1807; ID1874; ID2880; ID9001; ID9140; ID9860,7,0,,2,0,30,1/1 pass:4; 2/2 pass:3,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion16,16,companion,zenodo_main_structure,companion16_recursivetoroidalencoding.tex,"Recursive Toroidal Encoding of the DAANSsphere [0.6em] TZPID Companion Spine Series, Paper C16 of XXVII \normalsize Every circle a torus: the fiber-bundle reading of the 153600-point lattice",D:\TZPIDProof\peer_review\tex\companion16_recursivetoroidalencoding.tex,D:\TZPIDProof\peer_review\pdf\companion16_recursivetoroidalencoding.pdf,yes,0,,8,ID0245; ID0358; ID0360; ID0362; ID0472; ID9638; ID9688; ID9692,8,0,,2,0,34,1/1 pass:7; 3/3 pass:1,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion17,17,companion,zenodo_main_structure,companion17_elasser.tex,"The Elsasser Attractor as Actively Maintained Gyromagnetic State [0.6em] TZPID Companion Spine Series, Paper C17 of XXVII \normalsize Cross-scale rotational persistence beyond passive remnants",D:\TZPIDProof\peer_review\tex\companion17_elasser.tex,D:\TZPIDProof\peer_review\pdf\companion17_elasser.pdf,yes,0,,7,ID0500; ID2269; ID8826; ID9081; ID9084; ID9086; ID9087,7,0,,2,0,42,1/1 pass:7,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion18,18,companion,zenodo_main_structure,companion18_gyromagnetic_validation.tex,"Gyromagnetic Validation: Toroidal Constraints and Lunar-Terrestrial Correlation [0.6em] TZPID Companion Spine Series, Paper C18 of XXVII \normalsize Empirical checkpoints for the Trawin topology's movement claims",D:\TZPIDProof\peer_review\tex\companion18_gyromagnetic_validation.tex,D:\TZPIDProof\peer_review\pdf\companion18_gyromagnetic_validation.pdf,yes,0,,7,ID10128; ID10134; ID10245; ID10255; ID1742; ID8689; ID8690,7,0,,2,0,28,1/1 pass:3; 2/2 pass:4,14,TZPID_GyroWave_Sky; TZPID_GyromagneticMovement_CirculationDiagnostic; TZPID_GyromagneticMovement_Computational_Checks; TZPID_GyromagneticMovement_CorrectedWinding; TZPID_GyromagneticMovement_Focus; TZPID_GyromagneticMovement_LoopIndex; TZPID_GyromagneticMovement_MHD_Helicity; TZPID_GyromagneticMovement_Typed_PhaseGradient; TZPID_GyromagneticMovement_VectorCalculus; TZPID_MagneticTorsion_VectorMHD; TZPID_Magnetic_Torsion_Model; TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion19,19,companion,zenodo_main_structure,companion19_magneticlevitation.tex,"Superconducting Magnetic Levitation with a Rotating Double Helix [0.6em] TZPID Companion Spine Series, Paper C19 of XXVII \normalsize A complete mathematical model for helical levitation at human scale",D:\TZPIDProof\peer_review\tex\companion19_magneticlevitation.tex,D:\TZPIDProof\peer_review\pdf\companion19_magneticlevitation.pdf,yes,0,,7,ID0409; ID1780; ID1935; ID1955; ID2301; ID3321; ID9399,7,0,,2,0,28,1/1 pass:7,6,TZPID_GyromagneticMovement_MHD_Helicity; TZPID_MagneticTorsion_VectorMHD; TZPID_Magnetic_Torsion_Model; TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion20,20,companion,zenodo_main_structure,companion20_step_by_step.tex,"Step by Step: Winch-Crane Logistics of the Great Pyramid [0.6em] TZPID Companion Spine Series, Paper C20 of XXVII \normalsize Discrete hoisting, turning radii, and accumulation as construction",D:\TZPIDProof\peer_review\tex\companion20_step_by_step.tex,D:\TZPIDProof\peer_review\pdf\companion20_step_by_step.pdf,yes,0,,8,ID0047; ID0048; ID3297; ID6459; ID9819; ID9885; ID9896; ID9915,8,0,,2,0,35,1/1 pass:7; 4/4 pass:1,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion21,21,companion,zenodo_main_structure,companion21_gravitational_emergence_tpz.tex,"Gravitational Emergence at the Trawin Zero Point [0.6em] TZPID Companion Spine Series, Paper C21 of XXVII \normalsize Infinite-order phase transitions as the source of curvature",D:\TZPIDProof\peer_review\tex\companion21_gravitational_emergence_tpz.tex,D:\TZPIDProof\peer_review\pdf\companion21_gravitational_emergence_tpz.pdf,yes,0,,7,ID0100; ID1927; ID4227; ID5092; ID6489; ID8652; ID9485,7,0,,2,0,24,1/1 pass:4; 2/2 pass:1; 4/4 pass:1; 6/6 pass:1,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion22,22,companion,zenodo_main_structure,companion22_emergent_curvature_theory.tex,"Emergent Curvature from Accumulated Quantum Information [0.6em] TZPID Companion Spine Series, Paper C22 of XXVII \normalsize The entanglement kernel behind the series' accumulation laws",D:\TZPIDProof\peer_review\tex\companion22_emergent_curvature_theory.tex,D:\TZPIDProof\peer_review\pdf\companion22_emergent_curvature_theory.pdf,yes,0,,7,ID3672; ID3673; ID5818; ID9106; ID9859; ID9965; ID9967,7,0,,2,0,34,1/1 pass:5; 2/2 pass:2,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion23,23,companion,zenodo_main_structure,companion23_universal_field_theory_rendered.tex,"Universal Field Theory: Bridge-Tunnel Structures from Vacuum Singularities [0.6em] TZPID Companion Spine Series, Paper C23 of XXVII \normalsize Category-theoretic passage from quantum topology to Einstein manifolds",D:\TZPIDProof\peer_review\tex\companion23_universal_field_theory_rendered.tex,D:\TZPIDProof\peer_review\pdf\companion23_universal_field_theory_rendered.pdf,yes,0,,7,ID0330; ID0333; ID0394; ID3672; ID4226; ID4227; ID6489,7,0,,2,0,23,1/1 pass:2; 2/2 pass:1; 3/3 pass:2; 4/4 pass:1; 6/6 pass:1,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion24,24,companion,zenodo_main_structure,companion24_trawin_enlil_protocol.tex,"The Trawin-Enlil Protocol: Emergent Matter from a Hyperspherical Zero-Point Field [0.6em] TZPID Companion Spine Series, Paper C24 of XXVII \normalsize Bessel-resonance validation of the TZP ansatz",D:\TZPIDProof\peer_review\tex\companion24_trawin_enlil_protocol.tex,D:\TZPIDProof\peer_review\pdf\companion24_trawin_enlil_protocol.pdf,yes,0,,9,ID0230; ID0449; ID1473; ID1871; ID3584; ID3708; ID5092; ID6489; ID9859,9,0,,2,0,22,1/1 pass:5; 2/2 pass:2; 3/3 pass:1; 6/6 pass:1,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion25,25,companion,zenodo_main_structure,companion25_tzp_information_theory_pfd.tex,"The Information Theory of Trawin Zero Points [0.6em] TZPID Companion Spine Series, Paper C25 of XXVII \normalsize Informational consequences of the gravitational emergence framework",D:\TZPIDProof\peer_review\tex\companion25_tzp_information_theory_pfd.tex,D:\TZPIDProof\peer_review\pdf\companion25_tzp_information_theory_pfd.pdf,yes,0,,11,ID0011; ID0020; ID0104; ID0463; ID4218; ID4226; ID4227; ID8796; ID8982; ID9523; ID9525,11,0,,2,0,28,1/1 pass:3; 2/2 pass:3; 3/3 pass:4; 4/4 pass:1,5,TZPID_QuantumMatter_ProbabilityCarriers; TZPID_TopologicalUnification_Focus; TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion26,26,companion,zenodo_main_structure,companion26_theory_of_it_all_trawin_topology.tex,"The Theory of It All: Trawin Topology from Lunar-Terrestrial Resonance [0.6em] TZPID Companion Spine Series, Paper C26 of XXVII \normalsize Standing-wave interference under toroidal constraint as unified field theory",D:\TZPIDProof\peer_review\tex\companion26_theory_of_it_all_trawin_topology.tex,D:\TZPIDProof\peer_review\pdf\companion26_theory_of_it_all_trawin_topology.pdf,yes,0,,7,ID10128; ID10134; ID3402; ID6489; ID8689; ID8690; ID9157,7,0,,2,0,27,1/1 pass:2; 2/2 pass:4; 6/6 pass:1,3,TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
companion27,27,companion,zenodo_main_structure,companion27_topological_unification.tex,"Infinity-Topos Topological Unification at Trawin Zero Points [0.6em] TZPID Companion Spine Series, Paper C27 of XXVII \normalsize Higher-categorical functors between the quantum and gravity sectors",D:\TZPIDProof\peer_review\tex\companion27_topological_unification.tex,D:\TZPIDProof\peer_review\pdf\companion27_topological_unification.pdf,yes,0,,7,ID0469; ID4218; ID4226; ID4227; ID8493; ID9523; ID9525,7,0,,2,0,22,1/1 pass:2; 2/2 pass:3; 3/3 pass:1; 4/4 pass:1,7,TZPID_TopologicalUnification_Focus; TZPID_TopologyCategory_Carriers; TZPID_TopologyVector_Invariants; TZPID_Topology_Vector_Model; TZPID_ZenodoSpines_Computational_Checks; TZPID_ZenodoSpines_Focus; TZPID_Zenodo_MainStructures_Coverage,covered
paper10,10,core,numbered_core_series,paper10_dag_breakthrough.tex,"A Formally Verified Acyclic Derivation Order for a 10,271-Node Unification Registry: Dependency Topology, Depth Metrics, and an Isabelle/HOL Certification Pathway [0.6em] TZPID Proof Pipeline Series, Paper X",D:\TZPIDProof\peer_review\tex\paper10_dag_breakthrough.tex,D:\TZPIDProof\peer_review\tex\paper10_dag_breakthrough.pdf,yes,1,10.5281/zenodo.20632000,13,ID0006; ID0007; ID0012; ID0019; ID0023; ID0040; ID0800; ID1876; ID1888; ID1895; ID1897; ID1898; ID6489,13,0,,3,3,20,1/1 pass:5; 3/3 pass:7; 6/6 pass:1,1,TZPID_DerivationOrder,covered
paper01,1,core,numbered_core_series,paper1_nested_hyperspherical_enclosures.tex,"Nested Hyperspherical Enclosures: Acoustic, Projective, Critical, and Synchronization Evidence for a Bounded Cosmology [0.6em] TZPID Gold Spine Series, Paper I of VIII",D:\TZPIDProof\peer_review\tex\paper1_nested_hyperspherical_enclosures.tex,D:\TZPIDProof\peer_review\pdf\paper1_nested_hyperspherical_enclosures.pdf,yes,1,10.5281/zenodo.20630296,34,ID0000; ID0078; ID0104; ID0115; ID0143; ID0201; ID0230; ID0245; ID0256; ID0285; ID0353; ID0362; ID0395; ID0470; ID10786; ID10790; ID10791; ID10792; ID10860; ID1171; ID1837; ID2222; ID5167; ID6583; ID6819; ID7177; ID7207; ID7257; ID7259; ID7437; ID7732; ID7733; ID7904; ID8796,34,0,,25,0,14,1/1 pass:23; 2/2 pass:1; 3/3 pass:8; 4/4 pass:1; 5/5 pass:1,4,TZPID_NestedHypersphere_Computational_Checks; TZPID_NestedHypersphere_Focus; TZPID_NestedHypersphere_S3_Spectrum; TZPID_NestedHypersphere_Typed_Projection,covered
paper02,2,core,numbered_core_series,paper2_phase_locking_resonance.tex,"Phase Locking and Resonance Ratio-Selection on the Bounded Enclosure [0.6em] TZPID Gold Spine Series, Paper II of VIII",D:\TZPIDProof\peer_review\tex\paper2_phase_locking_resonance.tex,D:\TZPIDProof\peer_review\pdf\paper2_phase_locking_resonance.pdf,yes,1,10.5281/zenodo.20630626,31,ID0037; ID0038; ID0039; ID0044; ID0087; ID0089; ID0090; ID0097; ID0099; ID0105; ID0115; ID0117; ID0120; ID0130; ID0143; ID0144; ID0201; ID0252; ID0261; ID10146; ID10786; ID10790; ID10792; ID1171; ID7437; ID7732; ID7904; ID9492; ID9494; ID9513; ID9955,31,0,,20,0,33,1/1 pass:14; 3/3 pass:13; 4/4 pass:4,5,TZPID_PhaseLockingResonance_CaptureBasin; TZPID_PhaseLockingResonance_Computational_Checks; TZPID_PhaseLockingResonance_Focus; TZPID_PhaseLockingResonance_KuramotoFiniteN; TZPID_PhaseLockingResonance_Typed_RatioSelection,covered
paper03,3,core,numbered_core_series,paper3_musical_holonomy.tex,"Musical Holonomy: The Pythagorean Comma as Hopf Holonomy of the Hyperspherical Enclosure, and the Golden Ratio as the Fixed Point of the Flip [0.6em] TZPID Gold Spine Series, Paper III of VIII",D:\TZPIDProof\peer_review\tex\paper3_musical_holonomy.tex,D:\TZPIDProof\peer_review\pdf\paper3_musical_holonomy.pdf,yes,1,10.5281/zenodo.20630831,16,ID0011; ID0020; ID0068; ID0097; ID0130; ID0143; ID0882; ID10130; ID10786; ID10790; ID10792; ID1473; ID1835; ID6583; ID8647; ID8648,16,0,,18,0,17,1/1 pass:9; 3/3 pass:7,2,TZPID_FifthFlip_CrystalScaleInvariance; TZPID_Ripple_LogPeriodic_PhiBridge,covered
paper04,4,core,numbered_core_series,paper4_gyromagnetic_movement.tex,"The Gyromagnetic Movement Mechanism: Rotation as Accumulated Torque, Helicity as Invariant, and the Elsasser Attractor [0.6em] TZPID Gold Spine Series, Paper IV of VIII",D:\TZPIDProof\peer_review\tex\paper4_gyromagnetic_movement.tex,D:\TZPIDProof\peer_review\pdf\paper4_gyromagnetic_movement.pdf,yes,1,10.5281/zenodo.20630984,29,ID0037; ID0038; ID0039; ID0040; ID0044; ID0045; ID0085; ID0087; ID0089; ID0090; ID0092; ID0093; ID0143; ID0144; ID0252; ID10018; ID10130; ID10131; ID10145; ID10146; ID10264; ID10272; ID10760; ID7214; ID9513; ID9758; ID9760; ID9761; ID9940,29,0,,24,0,17,1/1 pass:15; 3/3 pass:10; 4/4 pass:3; 5/5 pass:1,11,TZPID_GyroWave_Sky; TZPID_GyromagneticMovement_CirculationDiagnostic; TZPID_GyromagneticMovement_Computational_Checks; TZPID_GyromagneticMovement_CorrectedWinding; TZPID_GyromagneticMovement_Focus; TZPID_GyromagneticMovement_LoopIndex; TZPID_GyromagneticMovement_MHD_Helicity; TZPID_GyromagneticMovement_Typed_PhaseGradient; TZPID_GyromagneticMovement_VectorCalculus; TZPID_MagneticTorsion_VectorMHD; TZPID_Magnetic_Torsion_Model,covered
paper05,5,core,numbered_core_series,paper5_gravity_accumulated_force.tex,"Gravity as an Accumulated Force: From Mass-Transport History to the Emergent Poisson Closure [0.6em] TZPID Gold Spine Series, Paper V of VIII",D:\TZPIDProof\peer_review\tex\paper5_gravity_accumulated_force.tex,D:\TZPIDProof\peer_review\pdf\paper5_gravity_accumulated_force.pdf,yes,1,10.5281/zenodo.20631100,16,ID0000; ID0005; ID0167; ID0335; ID0394; ID0400; ID0958; ID10264; ID1392; ID1816; ID7214; ID7215; ID7216; ID7311; ID7314; ID7577,16,0,,19,0,12,1/1 pass:11; 3/3 pass:2; 3/5 pass:1; 4/4 pass:2,5,TZPID_FoldTime_Foundation; TZPID_Gravity_Focus; TZPID_HubbleBreathing_Enclosure; TZPID_HubbleBreathing_FriedmannComponents; TZPID_PeriodicTable_GravitationalCharge,covered
paper06,6,core,numbered_core_series,paper6_bessel_residual_bridge.tex,"The Bessel Residual Bridge: A Falsifiable Layer Between Accumulated Gravity and Matter Creation [0.6em] TZPID Gold Spine Series, Paper VI of VIII",D:\TZPIDProof\peer_review\tex\paper6_bessel_residual_bridge.tex,D:\TZPIDProof\peer_review\pdf\paper6_bessel_residual_bridge.pdf,yes,1,10.5281/zenodo.20631271,8,ID0024; ID0167; ID10165; ID10793; ID10860; ID1816; ID7216; ID7257,8,0,,21,0,13,1/1 pass:6; 3/3 pass:1; 4/4 pass:1,5,TZPID_Bessel_External_Certificates; TZPID_HypersphericalBesselResidualBridge_Computational_Checks; TZPID_HypersphericalBesselResidualBridge_Focus; TZPID_HypersphericalBesselResidualBridge_Math_Checks; TZPID_HypersphericalBesselResidualBridge_Phase2_Model,covered
paper07,7,core,numbered_core_series,paper7_energy_to_matter.tex,"The Energy-to-Matter Logic: Vacuum Regularization, the Creation Threshold, and Pair Condensation [0.6em] TZPID Gold Spine Series, Paper VII of VIII",D:\TZPIDProof\peer_review\tex\paper7_energy_to_matter.tex,D:\TZPIDProof\peer_review\pdf\paper7_energy_to_matter.pdf,yes,1,10.5281/zenodo.20631550,18,ID0000; ID0002; ID0004; ID0006; ID0011; ID0020; ID0024; ID0187; ID0188; ID0400; ID0409; ID10164; ID10165; ID1392; ID1816; ID2453; ID2462; ID2846,18,0,,10,0,23,1/1 pass:8; 3/3 pass:4; 3/5 pass:1; 4/4 pass:2; 5/5 pass:1; 8/8 pass:2,5,TZPID_EnergyMatter_Focus; TZPID_MatterCreation_CriticalityBridge; TZPID_MatterCreation_PressureEoS; TZPID_MatterCreation_TemporalFlow; TZPID_MatterCreation_ThresholdSpine,covered
